"","title","names","trial_type","trial_index","time_elapsed","internal_node_id","sessionCode","timeReading","fullStat","name1","relation","timeDrag","ndrags","rel_sol","name1_sol","name2","name2_sol","statIdx","stoIdx","name1_cor","name2_cor","rel_cor","condition","first","overall_cor","NFC","FI","timeReadingLog","timeDragLog","uniqueStatement","relError","name1_error","name2_error","dayblock","date","design","stoIdx2"
"392","mining","Lothe,Thisun,Thygef,Ofes,Ifeh,Mabi","hebb",11,642370,"0.0-3.0-8.0","0c5n478hs0a4",5526,"Country Thygef starts negotiating.","Thygef","starts negotiating",7121,2,"starts negotiating","Thygef",NA,NA,"3",9,TRUE,NA,TRUE,"filler",0,1,11,15,8.61740045183326,8.87094386383772,"mining3","none","none",NA,"morning","2016-05-14",1,5
"40","crusader","Ezol,Afi,Afik,Enwi,Yuxeh,Fozeh","hebb",12,703106,"0.0-3.0-9.0","0c5n478hs0a4",12427,"Crusader group Ezol bought weapon Afi.","Ezol","bought",11495,3,"bought","Ezol","Afi","Afi","1",10,TRUE,TRUE,TRUE,"analog",0,1,11,15,9.42770727051294,9.34975442775886,"crusader1","none","none","none","morning","2016-05-14",1,5
"401","crusader","Ezol,Afi,Afik,Enwi,Yuxeh,Fozeh","hebb",12,703106,"0.0-3.0-9.0","0c5n478hs0a4",8304,"Weapon Afi breaches the fortification of town Afik.","Afi","breaches sth. of",11553,3,"breaches sth. of","Afi","Afik","Afik","2",10,TRUE,TRUE,TRUE,"analog",0,1,11,15,9.0246130220474,9.35478697634121,"crusader2","none","none","none","morning","2016-05-14",1,5
"402","crusader","Ezol,Afi,Afik,Enwi,Yuxeh,Fozeh","hebb",12,703106,"0.0-3.0-9.0","0c5n478hs0a4",4871,"Town Afik is invaded.","Afik","is invaded",10581,2,"is invaded","Afik",NA,NA,"3",10,TRUE,NA,TRUE,"analog",0,1,11,15,8.49125980938973,9.26690972346408,"crusader3","none","none",NA,"morning","2016-05-14",1,5
"421","meteo","Lenik,Titho,Ottha,Ada,Potho,Wutoc","hebb",14,760623,"0.0-3.0-11.0","0c5n478hs0a4",6431,"Cloud Lenik collects humidity over ocean Titho.","Lenik","is located near",9123,3,"collects humidity over","Lenik","Ottha","Titho","1",12,TRUE,FALSE,FALSE,"filler",0,0.333333333333333,11,15,8.7690408108588,9.11866358340428,"meteo1","order-syno","none","inter-stat","morning","2016-05-14",1,6
"422","meteo","Lenik,Titho,Ottha,Ada,Potho,Wutoc","hebb",14,760623,"0.0-3.0-11.0","0c5n478hs0a4",2812,"Ocean Titho lies next to the beaches of area Ottha.","Ottha","is fertile",11056,2,"lies next to","Titho","","","2",12,FALSE,TRUE,FALSE,"filler",0,0.333333333333333,11,15,7.94200680848986,9.3108189905424,"meteo2","order","inter-stat","none","morning","2016-05-14",1,6
"423","meteo","Lenik,Titho,Ottha,Ada,Potho,Wutoc","hebb",14,760623,"0.0-3.0-11.0","0c5n478hs0a4",950,"Area Ottha is fertile.","Ottha","is fertile",13088,2,"is fertile","Ottha",NA,NA,"3",12,TRUE,NA,TRUE,"filler",0,1,11,15,6.85751406254539,9.47952746179172,"meteo3","none","none",NA,"morning","2016-05-14",1,6
"43","robber","Eefar,Awiz,Erok,Assit,Atmag,Ewey","hebb",15,807593,"0.0-3.0-12.0","0c5n478hs0a4",9099,"Criminal Eefar learns about security issue Awiz.","Eefar","learns about",13636,4,"learns about","Eefar","Awiz","Awiz","1",13,TRUE,TRUE,TRUE,"analog",0,1,11,15,9.11602969250494,9.52054196585783,"robber1","none","none","none","morning","2016-05-14",1,6
"431","robber","Eefar,Awiz,Erok,Assit,Atmag,Ewey","hebb",15,807593,"0.0-3.0-12.0","0c5n478hs0a4",6964,"Security issue Awiz suspends alarm system of museum Erok.","Awiz","suspends sth. of",9764,3,"suspends sth. of","Awiz","Erok","Erok","2",13,TRUE,TRUE,TRUE,"analog",0,1,11,15,8.84865288621391,9.18655984331078,"robber2","none","none","none","morning","2016-05-14",1,6
"432","robber","Eefar,Awiz,Erok,Assit,Atmag,Ewey","hebb",15,807593,"0.0-3.0-12.0","0c5n478hs0a4",1757,"Museum Erok gets robbed.","Erok","gets robbed",4243,2,"gets robbed","Erok",NA,NA,"3",13,TRUE,NA,TRUE,"analog",0,1,11,15,7.47193207824512,8.35326149973387,"robber3","none","none",NA,"morning","2016-05-14",1,6
"44","insect","Kewos,Rove,Vipal,Avyth,Igoth,Uhuy","hebb",16,848561,"0.0-3.0-13.0","0c5n478hs0a4",7215,"Perfume Kewos attracts insect Rove.","Kewos","approaches",13341,3,"attracts","Kewos","Rove","Rove","1",14,TRUE,TRUE,FALSE,"filler",0,0.666666666666667,11,15,8.88405606174246,9.49867223326946,"insect1","order-grasyn","none","none","morning","2016-05-14",1,7
"441","insect","Kewos,Rove,Vipal,Avyth,Igoth,Uhuy","hebb",16,848561,"0.0-3.0-13.0","0c5n478hs0a4",4766,"Insect Rove attacks woman Vipal.","Rove","attacks",6368,3,"attacks","Rove","Vipal","Vipal","2",14,TRUE,TRUE,TRUE,"filler",0,1,11,15,8.46947245520483,8.75919775037137,"insect2","none","none","none","morning","2016-05-14",1,7
"442","insect","Kewos,Rove,Vipal,Avyth,Igoth,Uhuy","hebb",16,848561,"0.0-3.0-13.0","0c5n478hs0a4",1237,"Woman Vipal has an allergic reaction.","Vipal","reacts allergically",6535,2,"has an allergic reaction","Vipal",NA,NA,"3",14,TRUE,NA,FALSE,"filler",0,0.5,11,15,7.12125245324454,8.78508063653984,"insect3","syno","none",NA,"morning","2016-05-14",1,7
"45","espionage","Ohuy,Owih,Itbob,Upum,Hosen,Olag","hebb",17,888714,"0.0-3.0-14.0","0c5n478hs0a4",7635,"Country Ohuy trains spy Owih.","Ohuy","trains",9650,3,"trains","Ohuy","Owih","Owih","1",15,TRUE,TRUE,TRUE,"analog",0,1,11,15,8.94062918484564,9.17481681590714,"espionage1","none","none","none","morning","2016-05-14",1,7
"451","espionage","Ohuy,Owih,Itbob,Upum,Hosen,Olag","hebb",17,888714,"0.0-3.0-14.0","0c5n478hs0a4",6580,"Spy Owih is hired by Intelligence Agency of country Itbob.","Owih","is hired by sth. of",8779,3,"is hired by sth. of","Owih","Itbob","Itbob","2",15,TRUE,TRUE,TRUE,"analog",0,1,11,15,8.79194198845612,9.08023168662916,"espionage2","none","none","none","morning","2016-05-14",1,7
"452","espionage","Ohuy,Owih,Itbob,Upum,Hosen,Olag","hebb",17,888714,"0.0-3.0-14.0","0c5n478hs0a4",1390,"Country Itbob has its secrets stolen.","Itbob","has sth. stolen",4614,2,"has sth. stolen","Itbob",NA,NA,"3",15,TRUE,NA,TRUE,"analog",0,1,11,15,7.23777819192344,8.43706714693695,"espionage3","none","none",NA,"morning","2016-05-14",1,7
"46","fox","Rove,Mabi,Rothuk,Afik,Vivaf,Lenik","hebb",3,218979,"0.0-3.0-0.0","0qte3tb2bmx0",16909,"Fox Rove digs tunnel Mabi.","Rove","digs",17918,3,"digs","Rove","Mabi","Mabi","1",1,TRUE,TRUE,TRUE,"analog",1,1,16,8,9.73566044189263,9.79361688140042,"fox1","none","none","none","morning","2016-05-03",0,1
"461","fox","Rove,Mabi,Rothuk,Afik,Vivaf,Lenik","hebb",3,218979,"0.0-3.0-0.0","0qte3tb2bmx0",26760,"Tunnel Mabi leads to coop of chicken Rothuk.","Mabi","leads to sth. of",15591,3,"leads to sth. of","Mabi","Rothuk","Rothuk","2",1,TRUE,TRUE,TRUE,"analog",1,1,16,8,10.1947008827517,9.6545132411874,"fox2","none","none","none","morning","2016-05-03",0,1
"462","fox","Rove,Mabi,Rothuk,Afik,Vivaf,Lenik","hebb",3,218979,"0.0-3.0-0.0","0qte3tb2bmx0",9503,"Chicken Rothuk is devoured.","Rothuk","is devoured",6823,2,"is devoured","Rothuk",NA,NA,"3",1,TRUE,NA,TRUE,"analog",1,1,16,8,9.15946804160243,8.82820108917151,"fox3","none","none",NA,"morning","2016-05-03",0,1
"47","employee","Hadith,Eshbu,Awiz,Epnux,Turow,Olag","hebb",4,338074,"0.0-3.0-1.0","0qte3tb2bmx0",21838,"Employee Hadith is assigned to project Eshbu.","Hadith","is assigned to",26173,3,"is assigned to","Hadith","Eshbu","Eshbu","1",2,TRUE,TRUE,TRUE,"filler",0,1,16,8,9.99145264126477,10.1725218306154,"employee1","none","none","none","morning","2016-05-03",0,1
"471","employee","Hadith,Eshbu,Awiz,Epnux,Turow,Olag","hebb",4,338074,"0.0-3.0-1.0","0qte3tb2bmx0",11743,"Project Eshbu supports agenda of manager Awiz.","Eshbu","supports sth. of",34543,3,"supports sth. of","Eshbu","Awiz","Awiz","2",2,TRUE,TRUE,TRUE,"filler",0,1,16,8,9.3710977508543,10.4499891527546,"employee2","none","none","none","morning","2016-05-03",0,1
"472","employee","Hadith,Eshbu,Awiz,Epnux,Turow,Olag","hebb",4,338074,"0.0-3.0-1.0","0qte3tb2bmx0",12312,"Manager Awiz gets a promotion.","Awiz","gets a promotion",10969,2,"gets a promotion","Awiz",NA,NA,"3",2,TRUE,NA,TRUE,"filler",0,1,16,8,9.41841089379287,9.30291955326928,"employee3","none","none",NA,"morning","2016-05-03",0,1
"48","espionage","Pide,Owmi,Igoth,Uvman,Hoap,Uyim","hebb",5,485634,"0.0-3.0-2.0","0qte3tb2bmx0",26975,"Country Pide trains spy Owmi.","Pide","trains",16551,3,"trains","Pide","Igoth","Owmi","1",3,TRUE,FALSE,TRUE,"analog",0,0.666666666666667,16,8,10.2027028608016,9.71426221942538,"espionage1","none","none","inter-stat","morning","2016-05-03",0,2
"481","espionage","Pide,Owmi,Igoth,Uvman,Hoap,Uyim","hebb",5,485634,"0.0-3.0-2.0","0qte3tb2bmx0",16304,"Spy Owmi is hired by Intelligence Agency of country Igoth.","Owmi","is hired by sth. of",62848,7,"is hired by sth. of","Owmi","Igoth","Igoth","2",3,TRUE,TRUE,TRUE,"analog",0,1,16,8,9.69922708822342,11.0484903029928,"espionage2","none","none","none","morning","2016-05-03",0,2
"482","espionage","Pide,Owmi,Igoth,Uvman,Hoap,Uyim","hebb",5,485634,"0.0-3.0-2.0","0qte3tb2bmx0",9296,"Country Igoth has its secrets stolen.","Igoth","has sth. stolen",14056,2,"has sth. stolen","Igoth",NA,NA,"3",3,TRUE,NA,TRUE,"analog",0,1,16,8,9.13744704645586,9.55087577133177,"espionage3","none","none",NA,"morning","2016-05-03",0,2
"49","insect","Hosen,Roze,Felac,Thygef,Ebib,Ada","hebb",6,568683,"0.0-3.0-3.0","0qte3tb2bmx0",21988,"Perfume Hosen attracts insect Roze.","Hosen","attacks",17626,3,"attracts","Hosen","Roze","Roze","1",4,TRUE,TRUE,FALSE,"filler",0,0.666666666666667,16,8,9.99829760729877,9.77718709641995,"insect1","order","none","none","morning","2016-05-03",0,2
"491","insect","Hosen,Roze,Felac,Thygef,Ebib,Ada","hebb",6,568683,"0.0-3.0-3.0","0qte3tb2bmx0",12807,"Insect Roze attacks woman Felac.","Roze","attacks",14240,3,"attacks","Roze","Felac","Felac","2",4,TRUE,TRUE,TRUE,"filler",0,1,16,8,9.45782525467655,9.56388040721943,"insect2","none","none","none","morning","2016-05-03",0,2
"492","insect","Hosen,Roze,Felac,Thygef,Ebib,Ada","hebb",6,568683,"0.0-3.0-3.0","0qte3tb2bmx0",7960,"Woman Felac has an allergic reaction.","Felac","has an allergic reaction",6897,2,"has an allergic reaction","Felac",NA,NA,"3",4,TRUE,NA,TRUE,"filler",0,1,16,8,8.98230989908858,8.83898679349679,"insect3","none","none",NA,"morning","2016-05-03",0,2
"50","crusader","Meuf,Yuxeh,Mawi,Uhuy,Wehif,Izdep","hebb",7,700826,"0.0-3.0-4.0","0qte3tb2bmx0",40694,"Crusader group Meuf bought weapon Yuxeh.","Meuf","acquired",28321,3,"bought","Meuf","Yuxeh","Yuxeh","1",5,TRUE,TRUE,FALSE,"analog",0,0.666666666666667,16,8,10.6138605137611,10.251394166783,"crusader1","syno","none","none","morning","2016-05-03",0,3
"501","crusader","Meuf,Yuxeh,Mawi,Uhuy,Wehif,Izdep","hebb",7,700826,"0.0-3.0-4.0","0qte3tb2bmx0",11888,"Weapon Yuxeh breaches the fortification of town Mawi.","Yuxeh","acquired",33800,5,"breaches sth. of","Yuxeh","Mawi","Mawi","2",5,TRUE,TRUE,FALSE,"analog",0,0.666666666666667,16,8,9.38336888185854,10.4282456668323,"crusader2","order-syno","none","none","morning","2016-05-03",0,3
"502","crusader","Meuf,Yuxeh,Mawi,Uhuy,Wehif,Izdep","hebb",7,700826,"0.0-3.0-4.0","0qte3tb2bmx0",9512,"Town Mawi is invaded.","Mawi","is invaded",6368,2,"is invaded","Mawi",NA,NA,"3",5,TRUE,NA,TRUE,"analog",0,1,16,8,9.16041456320646,8.75919775037137,"crusader3","none","none",NA,"morning","2016-05-03",0,3
"511","fish","Eshov,Vuloz,Afi,Hoyl,Vipal,Yoges","hebb",8,794946,"0.0-3.0-5.0","0qte3tb2bmx0",21299,"Fisher Eshov cultivates sea grass Vuloz.","Eshov","cultivates",21109,3,"cultivates","Eshov","Vuloz","Vuloz","1",6,TRUE,TRUE,TRUE,"filler",0,1,16,8,9.96646235169752,9.95750214084237,"fish1","none","none","none","morning","2016-05-03",0,3
"512","fish","Eshov,Vuloz,Afi,Hoyl,Vipal,Yoges","hebb",8,794946,"0.0-3.0-5.0","0qte3tb2bmx0",14640,"Sea grass Vuloz is eaten by fish Afi.","Vuloz","is eaten by",17776,3,"is eaten by","Vuloz","Afi","Afi","2",6,TRUE,TRUE,TRUE,"filler",0,1,16,8,9.59158109119348,9.78566076592269,"fish2","none","none","none","morning","2016-05-03",0,3
"513","fish","Eshov,Vuloz,Afi,Hoyl,Vipal,Yoges","hebb",8,794946,"0.0-3.0-5.0","0qte3tb2bmx0",6559,"Fish Afi is captured.","Afi","is captured",11200,2,"is captured","Afi",NA,NA,"3",6,TRUE,NA,TRUE,"filler",0,1,16,8,8.78874588193814,9.32375833901174,"fish3","none","none",NA,"morning","2016-05-03",0,3
"521","robber","Ifeh,Goxos,Kawud,Afid,Assit,Napib","hebb",9,886691,"0.0-3.0-6.0","0qte3tb2bmx0",18661,"Criminal Ifeh learns about security issue Goxos.","Ifeh","learns about",15041,3,"learns about","Ifeh","Goxos","Goxos","1",7,TRUE,TRUE,TRUE,"analog",0,1,16,8,9.83424464979397,9.61860156738635,"robber1","none","none","none","morning","2016-05-03",0,4
"522","robber","Ifeh,Goxos,Kawud,Afid,Assit,Napib","hebb",9,886691,"0.0-3.0-6.0","0qte3tb2bmx0",11928,"Security issue Goxos suspends alarm system of museum Kawud.","Goxos","disrupts sth. of",18952,3,"suspends sth. of","Goxos","Kawud","Kawud","2",7,TRUE,TRUE,FALSE,"analog",0,0.666666666666667,16,8,9.38672768928195,9.8497175093263,"robber2","syno","none","none","morning","2016-05-03",0,4
"523","robber","Ifeh,Goxos,Kawud,Afid,Assit,Napib","hebb",9,886691,"0.0-3.0-6.0","0qte3tb2bmx0",10471,"Museum Kawud gets robbed.","Kawud","gets robbed",15144,2,"gets robbed","Kawud",NA,NA,"3",7,TRUE,NA,TRUE,"analog",0,1,16,8,9.25646030758974,9.62542572346134,"robber3","none","none",NA,"morning","2016-05-03",0,4
"53","mining","Huluw,Ottha,Paza,Molash,Upum,Ihab","hebb",10,980971,"0.0-3.0-7.0","0qte3tb2bmx0",19649,"Mining company Huluw has a lot of resource Ottha.","Huluw","has a lot of",16378,3,"has a lot of","Huluw","Ottha","Ottha","1",8,TRUE,TRUE,TRUE,"filler",0,1,16,8,9.88583261729741,9.70375530548238,"mining1","none","none","none","morning","2016-05-03",0,4
"531","mining","Huluw,Ottha,Paza,Molash,Upum,Ihab","hebb",10,980971,"0.0-3.0-7.0","0qte3tb2bmx0",15144,"Resource Ottha is sparse in country Paza.","Ottha","is sparse in",20527,3,"is sparse in","Ottha","Paza","Paza","2",8,TRUE,TRUE,TRUE,"filler",0,1,16,8,9.62542572346134,9.92954508685542,"mining2","none","none","none","morning","2016-05-03",0,4
"532","mining","Huluw,Ottha,Paza,Molash,Upum,Ihab","hebb",10,980971,"0.0-3.0-7.0","0qte3tb2bmx0",9479,"Country Paza starts negotiating.","Paza","starts negotiating",11568,2,"starts negotiating","Paza",NA,NA,"3",8,TRUE,NA,TRUE,"filler",0,1,16,8,9.15693959524907,9.35608438602889,"mining3","none","none",NA,"morning","2016-05-03",0,4
"54","hacker","Puvi,Saly,Upno,Gelyp,Atmag,Idog","hebb",11,1066490,"0.0-3.0-8.0","0qte3tb2bmx0",13186,"Hacker Puvi wrote computer code Saly.","Puvi","wrote",27815,3,"wrote","Puvi","Saly","Saly","1",9,TRUE,TRUE,TRUE,"analog",0,1,16,8,9.4869867748077,10.2333666736877,"hacker1","none","none","none","morning","2016-05-03",0,5
"541","hacker","Puvi,Saly,Upno,Gelyp,Atmag,Idog","hebb",11,1066490,"0.0-3.0-8.0","0qte3tb2bmx0",9887,"Code Saly cracks the firewall of company Upno.","Saly","suffers sth.",13536,3,"cracks sth. of","Saly","Upno","Upno","2",9,TRUE,TRUE,FALSE,"analog",0,0.666666666666667,16,8,9.19907717969747,9.51318195618579,"hacker2","order","none","none","morning","2016-05-03",0,5
"542","hacker","Puvi,Saly,Upno,Gelyp,Atmag,Idog","hebb",11,1066490,"0.0-3.0-8.0","0qte3tb2bmx0",9483,"Company Upno suffers a data loss.","Upno","suffers sth.",10056,2,"suffers sth.","Upno",NA,NA,"3",9,TRUE,NA,TRUE,"analog",0,1,16,8,9.1573614471853,9.21602418844448,"hacker3","none","none",NA,"morning","2016-05-03",0,5
"55","meteo","Upel,Kewos,Mewep,Ilres,Evib,Hize","hebb",12,1151450,"0.0-3.0-9.0","0qte3tb2bmx0",19099,"Cloud Upel collects humidity over ocean Kewos.","Upel","collects humidity over",20042,3,"collects humidity over","Upel","Kewos","Kewos","1",10,TRUE,TRUE,TRUE,"filler",0,1,16,8,9.85744361403472,9.90563524459359,"meteo1","none","none","none","morning","2016-05-03",0,5
"551","meteo","Upel,Kewos,Mewep,Ilres,Evib,Hize","hebb",12,1151450,"0.0-3.0-9.0","0qte3tb2bmx0",11000,"Ocean Kewos lies next to the beaches of area Mewep.","Kewos","lies next to",16784,4,"lies next to","Kewos","Mewep","Mewep","2",10,TRUE,TRUE,TRUE,"filler",0,1,16,8,9.30574145673943,9.72824090941413,"meteo2","none","none","none","morning","2016-05-03",0,5
"552","meteo","Upel,Kewos,Mewep,Ilres,Evib,Hize","hebb",12,1151450,"0.0-3.0-9.0","0qte3tb2bmx0",6791,"Area Mewep is fertile.","Mewep","is fertile",9712,2,"is fertile","Mewep",NA,NA,"3",10,TRUE,NA,TRUE,"filler",0,1,16,8,8.82350072799118,9.18122047340233,"meteo3","none","none",NA,"morning","2016-05-03",0,5
"57","bacteria","Olef,Lothe,Enmob,Pishi,Vilux,Zimob","hebb",14,1248219,"0.0-3.0-11.0","0qte3tb2bmx0",12942,"Bacteria Olef emits enzyme Lothe.","Olef","emits",13673,3,"emits","Olef","Lothe","Lothe","1",12,TRUE,TRUE,TRUE,"analog",0,1,16,8,9.46831038044244,9.52325149847374,"bacteria1","none","none","none","morning","2016-05-03",0,6
"571","bacteria","Olef,Lothe,Enmob,Pishi,Vilux,Zimob","hebb",14,1248219,"0.0-3.0-11.0","0qte3tb2bmx0",9736,"Enzyme Lothe dissolves the membrane of organ Enmob.","Lothe","dissolves sth. of",11418,3,"dissolves sth. of","Lothe","Enmob","Enmob","2",12,TRUE,TRUE,TRUE,"analog",0,1,16,8,9.18368834097876,9.34303391370165,"bacteria2","none","none","none","morning","2016-05-03",0,6
"572","bacteria","Olef,Lothe,Enmob,Pishi,Vilux,Zimob","hebb",14,1248219,"0.0-3.0-11.0","0qte3tb2bmx0",9048,"Organ Enmob fails.","Enmob","fails",5566,2,"fails","Enmob",NA,NA,"3",12,TRUE,NA,TRUE,"analog",0,1,16,8,9.11040953335113,8.62461158818351,"bacteria3","none","none",NA,"morning","2016-05-03",0,6
"58","farm","Inag,Titho,Thisun,Uwit,Wutoc,Ezol","hebb",15,1344075,"0.0-3.0-12.0","0qte3tb2bmx0",9392,"Farmer Inag bought machine Titho.","Inag","purchased",21138,3,"bought","Inag","Titho","Titho","1",13,TRUE,TRUE,FALSE,"filler",0,0.666666666666667,16,8,9.14772000999452,9.95887495461569,"farm1","syno","none","none","morning","2016-05-03",0,6
"581","farm","Inag,Titho,Thisun,Uwit,Wutoc,Ezol","hebb",15,1344075,"0.0-3.0-12.0","0qte3tb2bmx0",13159,"Machine Titho can collect fruit of plant Thisun.","Titho","can collect",27608,3,"can collect","Titho","Thisun","Thisun","2",13,TRUE,TRUE,TRUE,"filler",0,1,16,8,9.48493720487931,10.225897085507,"farm2","none","none","none","morning","2016-05-03",0,6
"582","farm","Inag,Titho,Thisun,Uwit,Wutoc,Ezol","hebb",15,1344075,"0.0-3.0-12.0","0qte3tb2bmx0",11921,"Plant Thisun are harvested automatically.","Thisun","are harvested automatically",11112,3,"are harvested automatically","Thisun",NA,NA,"3",13,TRUE,NA,TRUE,"filler",0,1,16,8,9.38614071177987,9.31587087318565,"farm3","none","none",NA,"morning","2016-05-03",0,6
"59","lawyer","Enwi,Gena,Ribi,Dohod,Gabit,Ofpoz","hebb",16,1424858,"0.0-3.0-13.0","0qte3tb2bmx0",13341,"Lawyer Enwi finds loophole Gena.","Enwi","files sth.",23905,3,"finds","Enwi","Gena","Gena","1",14,TRUE,TRUE,FALSE,"analog",0,0.666666666666667,16,8,9.49867223326946,10.0818847524379,"lawyer1","order-grasyn","none","none","morning","2016-05-03",0,7
"591","lawyer","Enwi,Gena,Ribi,Dohod,Gabit,Ofpoz","hebb",16,1424858,"0.0-3.0-13.0","0qte3tb2bmx0",16481,"Loophole Gena bypasses contract of union Ribi.","Gena","bypasses sth. of",10768,3,"bypasses sth. of","Gena","Ribi","Ribi","2",14,TRUE,TRUE,TRUE,"analog",0,1,16,8,9.71002415532333,9.28442691532888,"lawyer2","none","none","none","morning","2016-05-03",0,7
"592","lawyer","Enwi,Gena,Ribi,Dohod,Gabit,Ofpoz","hebb",16,1424858,"0.0-3.0-13.0","0qte3tb2bmx0",7752,"Union Ribi loses a lawsuit.","Ribi","loses sth.",6984,2,"loses sth.","Ribi",NA,NA,"3",14,TRUE,NA,TRUE,"analog",0,1,16,8,8.95583514421896,8.85152027169106,"lawyer3","none","none",NA,"morning","2016-05-03",0,7
"60","school","Aid,Erok,Thyra,Potho,Orok,Ewey","hebb",17,1499634,"0.0-3.0-14.0","0qte3tb2bmx0",13832,"School girl Aid hits boy Erok.","Aid","hits",18015,3,"hits","Aid","Erok","Erok","1",15,TRUE,TRUE,TRUE,"filler",0,1,16,8,9.53481232087482,9.79901553093942,"school1","none","none","none","morning","2016-05-03",0,7
"601","school","Aid,Erok,Thyra,Potho,Orok,Ewey","hebb",17,1499634,"0.0-3.0-14.0","0qte3tb2bmx0",10551,"Boy Erok reports to teacher Thyra.","Erok","reports to",17032,3,"reports to","Erok","Thyra","Thyra","2",15,TRUE,TRUE,TRUE,"filler",0,1,16,8,9.26407069439715,9.74290791786058,"school2","none","none","none","morning","2016-05-03",0,7
"602","school","Aid,Erok,Thyra,Potho,Orok,Ewey","hebb",17,1499634,"0.0-3.0-14.0","0qte3tb2bmx0",7633,"Teacher Thyra calls parents.","Thyra","calls parents",6152,2,"calls parents","Thyra",NA,NA,"3",15,TRUE,NA,TRUE,"filler",0,1,16,8,8.94036723330517,8.72469504674049,"school3","none","none",NA,"morning","2016-05-03",0,7
"76","bacteria","Eefar,Ottha,Thygef,Ezol,Ilres,Ribi","hebb",3,86745,"0.0-3.0-0.0","0rbz3087c78n",11361,"Bacteria Eefar emits enzyme Ottha.","Eefar","emits",18565,3,"emits","Eefar","Ottha","Ottha","1",1,TRUE,TRUE,TRUE,"analog",1,1,16,15,9.33802973311707,9.82908722995988,"bacteria1","none","none","none","morning","2016-05-03",0,1
"761","bacteria","Eefar,Ottha,Thygef,Ezol,Ilres,Ribi","hebb",3,86745,"0.0-3.0-0.0","0rbz3087c78n",11646,"Enzyme Ottha dissolves the membrane of organ Thygef.","Ottha","dissolves sth. of",11442,3,"dissolves sth. of","Ottha","Thygef","Thygef","2",1,TRUE,TRUE,TRUE,"analog",1,1,16,15,9.36280391510265,9.34513346831771,"bacteria2","none","none","none","morning","2016-05-03",0,1
"762","bacteria","Eefar,Ottha,Thygef,Ezol,Ilres,Ribi","hebb",3,86745,"0.0-3.0-0.0","0rbz3087c78n",4344,"Organ Thygef fails.","Thygef","fails",6774,2,"fails","Thygef",NA,NA,"3",1,TRUE,NA,TRUE,"analog",1,1,16,15,8.37678103769949,8.8209946457479,"bacteria3","none","none",NA,"morning","2016-05-03",0,1
"77","school","Ada,Vilux,Kewos,Inag,Napib,Erok","hebb",4,146360,"0.0-3.0-1.0","0rbz3087c78n",11397,"School girl Ada hits boy Vilux.","Ada","hits",11223,3,"hits","Ada","Vilux","Vilux","1",2,TRUE,TRUE,TRUE,"filler",0,1,16,15,9.34119318039495,9.3258096217823,"school1","none","none","none","morning","2016-05-03",0,1
"771","school","Ada,Vilux,Kewos,Inag,Napib,Erok","hebb",4,146360,"0.0-3.0-1.0","0rbz3087c78n",8607,"Boy Vilux reports to teacher Kewos.","Vilux","reports to",11862,3,"reports to","Vilux","Kewos","Kewos","2",2,TRUE,TRUE,TRUE,"filler",0,1,16,15,9.06044728240157,9.3811795916611,"school2","none","none","none","morning","2016-05-03",0,1
