"","title","names","trial_type","trial_index","time_elapsed","internal_node_id","sessionCode","timeReading","fullStat","name1","relation","timeDrag","ndrags","rel_sol","name1_sol","name2","name2_sol","statIdx","stoIdx","name1_cor","name2_cor","rel_cor","condition","first","overall_cor","NFC","FI","timeReadingLog","timeDragLog","uniqueStatement","relError","name1_error","name2_error","dayblock","date","design","stoIdx2"
"12821","fish","Hosen,Assit,Owmi,Igoth,Vivaf,Goxos","hebb",9,544761,"0.0-3.0-6.0","unu3x8yw2fhb",7152,"Fisher Hosen cultivates sea grass Assit.","Hosen","cultivates",31628,3,"cultivates","Hosen","Igoth","Assit","1",7,TRUE,FALSE,TRUE,"filler",0,0.666666666666667,4,2,8.87528712810838,10.3618297002451,"fish1","none","none","other","afternoon","2016-05-13",1,4
"12822","fish","Hosen,Assit,Owmi,Igoth,Vivaf,Goxos","hebb",9,544761,"0.0-3.0-6.0","unu3x8yw2fhb",2701,"Sea grass Assit is eaten by fish Owmi.","Igoth","is consumed by",22112,3,"is eaten by","Assit","Owmi","Owmi","2",7,FALSE,TRUE,FALSE,"filler",0,0.333333333333333,4,2,7.90174751852014,10.0039209498574,"fish2","syno","other","none","afternoon","2016-05-13",1,4
"12823","fish","Hosen,Assit,Owmi,Igoth,Vivaf,Goxos","hebb",9,544761,"0.0-3.0-6.0","unu3x8yw2fhb",6736,"Fish Owmi is captured.","Owmi","is captured",8371,2,"is captured","Owmi",NA,NA,"3",7,TRUE,NA,TRUE,"filler",0,1,4,2,8.81537000096066,9.03264808356589,"fish3","none","none",NA,"afternoon","2016-05-13",1,4
"1283","crusader","Inag,Ihab,Mabi,Olag,Olef,Ohuy","hebb",10,601242,"0.0-3.0-7.0","unu3x8yw2fhb",5600,"Crusader group Inag bought weapon Ihab.","Ihab","bought",21117,4,"bought","Inag","Inag","Ihab","1",8,FALSE,FALSE,TRUE,"analog",0,0.333333333333333,4,2,8.63070043220983,9.95788103636646,"crusader1","none","intra-stat","intra-stat","afternoon","2016-05-13",1,4
"12831","crusader","Inag,Ihab,Mabi,Olag,Olef,Ohuy","hebb",10,601242,"0.0-3.0-7.0","unu3x8yw2fhb",2099,"Weapon Ihab breaches the fortification of town Mabi.","Inag","breaches sth. of",13740,4,"breaches sth. of","Ihab","Mabi","Mabi","2",8,FALSE,TRUE,TRUE,"analog",0,0.666666666666667,4,2,7.64969262371151,9.52813934333177,"crusader2","none","inter-stat","none","afternoon","2016-05-13",1,4
"12832","crusader","Inag,Ihab,Mabi,Olag,Olef,Ohuy","hebb",10,601242,"0.0-3.0-7.0","unu3x8yw2fhb",2543,"Town Mabi is invaded.","Mabi","is invaded",9861,2,"is invaded","Mabi",NA,NA,"3",8,TRUE,NA,TRUE,"analog",0,1,4,2,7.84149292446001,9.19644426678407,"crusader3","none","none",NA,"afternoon","2016-05-13",1,4
"1284","employee","Avyth,Felac,Ottha,Mewep,Upum,Enmob","hebb",11,729558,"0.0-3.0-8.0","unu3x8yw2fhb",3932,"Employee Avyth is assigned to project Felac.","Avyth","is assigned to",88448,3,"is assigned to","Avyth","Felac","Felac","1",9,TRUE,TRUE,TRUE,"filler",0,1,4,2,8.27715777243181,11.3901813937015,"employee1","none","none","none","afternoon","2016-05-13",1,5
"12841","employee","Avyth,Felac,Ottha,Mewep,Upum,Enmob","hebb",11,729558,"0.0-3.0-8.0","unu3x8yw2fhb",2136,"Project Felac supports agenda of manager Ottha.","Felac","supports sth. of",20338,3,"supports sth. of","Felac","Ottha","Ottha","2",9,TRUE,TRUE,TRUE,"filler",0,1,4,2,7.66715825531915,9.92029550418549,"employee2","none","none","none","afternoon","2016-05-13",1,5
"12842","employee","Avyth,Felac,Ottha,Mewep,Upum,Enmob","hebb",11,729558,"0.0-3.0-8.0","unu3x8yw2fhb",2996,"Manager Ottha gets a promotion.","Ottha","gets a promotion",8947,2,"gets a promotion","Ottha",NA,NA,"3",9,TRUE,NA,TRUE,"filler",0,1,4,2,8.00536706731666,9.09918532261002,"employee3","none","none",NA,"afternoon","2016-05-13",1,5
"1285","hacker","Puvi,Eshbu,Thyra,Yuxeh,Hoyl,Ubug","hebb",12,971349,"0.0-3.0-9.0","unu3x8yw2fhb",4410,"Hacker Puvi wrote computer code Eshbu.","Puvi","wrote",198766,9,"wrote","Puvi","Eshbu","Eshbu","1",10,TRUE,TRUE,TRUE,"analog",0,1,4,2,8.39185670010494,12.1998885634499,"hacker1","none","none","none","afternoon","2016-05-13",1,5
"12851","hacker","Puvi,Eshbu,Thyra,Yuxeh,Hoyl,Ubug","hebb",12,971349,"0.0-3.0-9.0","unu3x8yw2fhb",2179,"Code Eshbu cracks the firewall of company Thyra.","Eshbu","cracks sth. of",14820,4,"cracks sth. of","Eshbu","Thyra","Thyra","2",10,TRUE,TRUE,TRUE,"analog",0,1,4,2,7.68708015578313,9.60380037295691,"hacker2","none","none","none","afternoon","2016-05-13",1,5
"12852","hacker","Puvi,Eshbu,Thyra,Yuxeh,Hoyl,Ubug","hebb",12,971349,"0.0-3.0-9.0","unu3x8yw2fhb",2763,"Company Thyra suffers a data loss.","Thyra","suffers sth.",17334,2,"suffers sth.","Thyra",NA,NA,"3",10,TRUE,NA,TRUE,"analog",0,1,4,2,7.92443418488756,9.76048285811912,"hacker3","none","none",NA,"afternoon","2016-05-13",1,5
"1287","mining","Ofes,Ewey,Kewos,Thygef,Gabit,Thisun","hebb",14,1041681,"0.0-3.0-11.0","unu3x8yw2fhb",4538,"Mining company Ofes has a lot of resource Ewey.","Ofes","has a lot of",14248,3,"has a lot of","Ofes","Ewey","Ewey","1",12,TRUE,TRUE,TRUE,"filler",0,1,4,2,8.42046200245647,9.56444200779579,"mining1","none","none","none","afternoon","2016-05-13",1,6
"12871","mining","Ofes,Ewey,Kewos,Thygef,Gabit,Thisun","hebb",14,1041681,"0.0-3.0-11.0","unu3x8yw2fhb",2400,"Resource Ewey is sparse in country Kewos.","Ewey","is sparse in",16871,3,"is sparse in","Ewey","Kewos","Kewos","2",12,TRUE,TRUE,TRUE,"filler",0,1,4,2,7.78364059622125,9.73341072215861,"mining2","none","none","none","afternoon","2016-05-13",1,6
"12872","mining","Ofes,Ewey,Kewos,Thygef,Gabit,Thisun","hebb",14,1041681,"0.0-3.0-11.0","unu3x8yw2fhb",3649,"Country Kewos starts negotiating.","Kewos","starts negotiating",9029,2,"starts negotiating","Kewos",NA,NA,"3",12,TRUE,NA,TRUE,"filler",0,1,4,2,8.20248244657654,9.10830764641103,"mining3","none","none",NA,"afternoon","2016-05-13",1,6
"1288","bacteria","Molash,Izdep,Owih,Vuloz,Gelyp,Aid","hebb",15,1083817,"0.0-3.0-12.0","unu3x8yw2fhb",3100,"Bacteria Molash emits enzyme Izdep.","Molash","emits",11808,3,"emits","Molash","Gelyp","Izdep","1",13,TRUE,FALSE,TRUE,"analog",0,0.666666666666667,4,2,8.03947991910045,9.37661723160128,"bacteria1","none","none","other","afternoon","2016-05-13",1,6
"12881","bacteria","Molash,Izdep,Owih,Vuloz,Gelyp,Aid","hebb",15,1083817,"0.0-3.0-12.0","unu3x8yw2fhb",1796,"Enzyme Izdep dissolves the membrane of organ Owih.","Gelyp","dissolves sth. of",12387,3,"dissolves sth. of","Izdep","Owih","Owih","2",13,FALSE,TRUE,TRUE,"analog",0,0.666666666666667,4,2,7.49387388678356,9.42448354109309,"bacteria2","none","other","none","afternoon","2016-05-13",1,6
"12882","bacteria","Molash,Izdep,Owih,Vuloz,Gelyp,Aid","hebb",15,1083817,"0.0-3.0-12.0","unu3x8yw2fhb",5146,"Organ Owih fails.","Owih","fails",6395,2,"fails","Owih",NA,NA,"3",13,TRUE,NA,TRUE,"analog",0,1,4,2,8.54616929965275,8.76342807395385,"bacteria3","none","none",NA,"afternoon","2016-05-13",1,6
"1289","school","Ribi,Huluw,Kawud,Titho,Evib,Eyem","hebb",16,1138259,"0.0-3.0-13.0","unu3x8yw2fhb",2770,"School girl Ribi hits boy Huluw.","Ribi","hits",14599,3,"hits","Ribi","Kawud","Huluw","1",14,TRUE,FALSE,TRUE,"filler",0,0.666666666666667,4,2,7.92696354486298,9.58877680769643,"school1","none","none","inter-stat","afternoon","2016-05-13",1,7
"12891","school","Ribi,Huluw,Kawud,Titho,Evib,Eyem","hebb",16,1138259,"0.0-3.0-13.0","unu3x8yw2fhb",1748,"Boy Huluw reports to teacher Kawud.","Kawud","reports to",20767,3,"reports to","Huluw","Titho","Kawud","2",14,FALSE,FALSE,TRUE,"filler",0,0.333333333333333,4,2,7.4667994750186,9.94116861950382,"school2","none","intra-stat","other","afternoon","2016-05-13",1,7
"12892","school","Ribi,Huluw,Kawud,Titho,Evib,Eyem","hebb",16,1138259,"0.0-3.0-13.0","unu3x8yw2fhb",2555,"Teacher Kawud calls parents.","Titho","notifies parents",10499,2,"calls parents","Kawud",NA,NA,"3",14,FALSE,NA,FALSE,"filler",0,0,4,2,7.84619881549743,9.25913053614561,"school3","syno","other",NA,"afternoon","2016-05-13",1,7
"1290","lawyer","Uhuy,Pide,Gena,Irov,Upel,Lothe","hebb",17,1227188,"0.0-3.0-14.0","unu3x8yw2fhb",3158,"Lawyer Uhuy finds loophole Pide.","Uhuy","finds",51011,3,"finds","Uhuy","Pide","Pide","1",15,TRUE,TRUE,TRUE,"analog",0,1,4,2,8.05801080080209,10.8398161781468,"lawyer1","none","none","none","afternoon","2016-05-13",1,7
"12901","lawyer","Uhuy,Pide,Gena,Irov,Upel,Lothe","hebb",17,1227188,"0.0-3.0-14.0","unu3x8yw2fhb",2210,"Loophole Pide bypasses contract of union Gena.","Pide","bypasses sth. of",16661,3,"bypasses sth. of","Pide","Gena","Gena","2",15,TRUE,TRUE,TRUE,"analog",0,1,4,2,7.70120018085745,9.72088595653485,"lawyer2","none","none","none","afternoon","2016-05-13",1,7
"12902","lawyer","Uhuy,Pide,Gena,Irov,Upel,Lothe","hebb",17,1227188,"0.0-3.0-14.0","unu3x8yw2fhb",3043,"Union Gena loses a lawsuit.","Gena","loses sth.",11343,2,"loses sth.","Gena",NA,NA,"3",15,TRUE,NA,TRUE,"analog",0,1,4,2,8.02092771898158,9.33644424877191,"lawyer3","none","none",NA,"afternoon","2016-05-13",1,7
"1306","hacker","Ezol,Lothe,Puvi,Ubug,Goxos,Afi","hebb",3,560803,"0.0-3.0-0.0","vm91ysgrd755",6003,"Hacker Ezol wrote computer code Lothe.","Lothe","penetrates sth. of",30297,3,"wrote","Ezol","Puvi","Lothe","1",1,FALSE,FALSE,FALSE,"analog",1,0,19,16,8.70018119275335,10.3188369827183,"hacker1","order-syno","intra-stat","inter-stat","morning","2016-05-03",0,1
"13061","hacker","Ezol,Lothe,Puvi,Ubug,Goxos,Afi","hebb",3,560803,"0.0-3.0-0.0","vm91ysgrd755",8448,"Code Lothe cracks the firewall of company Puvi.","Lothe","cracks sth. of",16141,3,"cracks sth. of","Lothe","Puvi","Puvi","2",1,TRUE,TRUE,TRUE,"analog",1,1,19,16,9.04180337015285,9.68917984988432,"hacker2","none","none","none","morning","2016-05-03",0,1
"13062","hacker","Ezol,Lothe,Puvi,Ubug,Goxos,Afi","hebb",3,560803,"0.0-3.0-0.0","vm91ysgrd755",1638,"Company Puvi suffers a data loss.","Puvi","suffers sth.",10819,2,"suffers sth.","Puvi",NA,NA,"3",1,TRUE,NA,TRUE,"analog",1,1,19,16,7.40184157874383,9.28915155240047,"hacker3","none","none",NA,"morning","2016-05-03",0,1
"1307","insect","Itbob,Kewos,Uwit,Epnux,Ofpoz,Napib","hebb",4,616971,"0.0-3.0-1.0","vm91ysgrd755",10392,"Perfume Itbob attracts insect Kewos.","Itbob","attracts",9662,3,"attracts","Itbob","Kewos","Kewos","1",2,TRUE,TRUE,TRUE,"filler",0,1,19,16,9.24888778158842,9.17605943799931,"insect1","none","none","none","morning","2016-05-03",0,1
"13071","insect","Itbob,Kewos,Uwit,Epnux,Ofpoz,Napib","hebb",4,616971,"0.0-3.0-1.0","vm91ysgrd755",2483,"Insect Kewos attacks woman Uwit.","Kewos","attracts",16768,4,"attacks","Kewos","Uwit","Uwit","2",2,TRUE,TRUE,FALSE,"filler",0,0.666666666666667,19,16,7.81762544305337,9.72728722274711,"insect2","order","none","none","morning","2016-05-03",0,1
"13072","insect","Itbob,Kewos,Uwit,Epnux,Ofpoz,Napib","hebb",4,616971,"0.0-3.0-1.0","vm91ysgrd755",2483,"Woman Uwit has an allergic reaction.","Itbob","has an allergic reaction",12831,2,"has an allergic reaction","Uwit",NA,NA,"3",2,FALSE,NA,TRUE,"filler",0,0.5,19,16,7.81762544305337,9.4596973301063,"insect3","none","inter-stat",NA,"morning","2016-05-03",0,1
"1308","crusader","Thuha,Idog,Lenik,Paza,Molash,Uhuy","hebb",5,711223,"0.0-3.0-2.0","vm91ysgrd755",33056,"Crusader group Thuha bought weapon Idog.","Thuha","bought",10067,3,"bought","Thuha","Idog","Idog","1",3,TRUE,TRUE,TRUE,"analog",0,1,19,16,10.4059886231559,9.21711735625521,"crusader1","none","none","none","morning","2016-05-03",0,2
"13081","crusader","Thuha,Idog,Lenik,Paza,Molash,Uhuy","hebb",5,711223,"0.0-3.0-2.0","vm91ysgrd755",12237,"Weapon Idog breaches the fortification of town Lenik.","Idog","breaches sth. of",23165,4,"breaches sth. of","Idog","Lenik","Lenik","2",3,TRUE,TRUE,TRUE,"analog",0,1,19,16,9.41230114402249,10.0504409654923,"crusader2","none","none","none","morning","2016-05-03",0,2
"13082","crusader","Thuha,Idog,Lenik,Paza,Molash,Uhuy","hebb",5,711223,"0.0-3.0-2.0","vm91ysgrd755",7775,"Town Lenik is invaded.","Lenik","is invaded",6404,2,"is invaded","Lenik",NA,NA,"3",3,TRUE,NA,TRUE,"analog",0,1,19,16,8.95879734614027,8.76483421433083,"crusader3","none","none",NA,"morning","2016-05-03",0,2
"1309","employee","Vivaf,Gabit,Vilux,Izdep,Irov,Gelyp","hebb",6,789961,"0.0-3.0-3.0","vm91ysgrd755",12293,"Employee Vivaf is assigned to project Gabit.","Vivaf","is assigned to",16875,3,"is assigned to","Vivaf","Gabit","Gabit","1",4,TRUE,TRUE,TRUE,"filler",0,1,19,16,9.41686661746695,9.73364777324423,"employee1","none","none","none","morning","2016-05-03",0,2
"13091","employee","Vivaf,Gabit,Vilux,Izdep,Irov,Gelyp","hebb",6,789961,"0.0-3.0-3.0","vm91ysgrd755",14083,"Project Gabit supports agenda of manager Vilux.","Gabit","supports sth. of",14288,3,"supports sth. of","Gabit","Vilux","Vilux","2",4,TRUE,TRUE,TRUE,"filler",0,1,19,16,9.55279468027494,9.56724528946897,"employee2","none","none","none","morning","2016-05-03",0,2
"13092","employee","Vivaf,Gabit,Vilux,Izdep,Irov,Gelyp","hebb",6,789961,"0.0-3.0-3.0","vm91ysgrd755",10885,"Manager Vilux gets a promotion.","Vilux","gets a promotion",8766,2,"gets a promotion","Vilux",NA,NA,"3",4,TRUE,NA,TRUE,"filler",0,1,19,16,9.29523283899415,9.07874995158859,"employee3","none","none",NA,"morning","2016-05-03",0,2
"1310","fox","Olef,Enwi,Ohuy,Avyth,Thyra,Lyde","hebb",7,856713,"0.0-3.0-4.0","vm91ysgrd755",10185,"Fox Olef digs tunnel Enwi.","Olef","digs",13553,3,"digs","Olef","Enwi","Enwi","1",5,TRUE,TRUE,TRUE,"analog",0,1,19,16,9.22876950744455,9.51443698569606,"fox1","none","none","none","morning","2016-05-03",0,3
"13101","fox","Olef,Enwi,Ohuy,Avyth,Thyra,Lyde","hebb",7,856713,"0.0-3.0-4.0","vm91ysgrd755",11229,"Tunnel Enwi leads to coop of chicken Ohuy.","Enwi","leads to sth. of",15516,4,"leads to sth. of","Enwi","Ohuy","Ohuy","2",5,TRUE,TRUE,TRUE,"analog",0,1,19,16,9.32634404773249,9.64969147608348,"fox2","none","none","none","morning","2016-05-03",0,3
"13102","fox","Olef,Enwi,Ohuy,Avyth,Thyra,Lyde","hebb",7,856713,"0.0-3.0-4.0","vm91ysgrd755",6782,"Chicken Ohuy is devoured.","Ohuy","is devoured",7938,2,"is devoured","Ohuy",NA,NA,"3",5,TRUE,NA,TRUE,"analog",0,1,19,16,8.82217476094608,8.97954260172511,"fox3","none","none",NA,"morning","2016-05-03",0,3
"13111","meteo","Eyem,Dohod,Atmag,Ofes,Turow,Hoap","hebb",8,919919,"0.0-3.0-5.0","vm91ysgrd755",12926,"Cloud Eyem collects humidity over ocean Dohod.","Eyem","collects humidity over",14489,3,"collects humidity over","Eyem","Dohod","Dohod","1",6,TRUE,TRUE,TRUE,"filler",0,1,19,16,9.46707342628395,9.58121403531473,"meteo1","none","none","none","morning","2016-05-03",0,3
"13112","meteo","Eyem,Dohod,Atmag,Ofes,Turow,Hoap","hebb",8,919919,"0.0-3.0-5.0","vm91ysgrd755",4094,"Ocean Dohod lies next to the beaches of area Atmag.","Dohod","lies in front of",18776,3,"lies next to","Dohod","Atmag","Atmag","2",6,TRUE,TRUE,FALSE,"filler",0,0.666666666666667,19,16,8.31752199628717,9.84038799559281,"meteo2","order-grasyn","none","none","morning","2016-05-03",0,3
